0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67
钢铁信念,FALSE,ui/icon/002000/002505.tex,能力,0,battle/magic_pld_start,cmst_ethct0c,magic/swd_knight/auraofcourage,normal_hit/normal_hit,0,剑术师,0,10,FALSE,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,1,0,0,FALSE,0,0,0,,,TRUE,0,0,20,4,0,0,,0,,2,,,剑术师 骑士,1,FALSE,FALSE,,0,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,0,FALSE,FALSE,TRUE
深奥之灵,FALSE,ui/icon/002000/002503.tex,能力,0,,,ws/bt_swd_sld/ws_s04,normal_hit/normal_hit,0,骑士,0,30,FALSE,-1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,1,0,0,TRUE,0,0,63,,,TRUE,0,0,300,6,0,0,,7,,1,,自由骑士的誓约,骑士,2,FALSE,FALSE,,0,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,0,FALSE,FALSE,TRUE
神圣领域,FALSE,ui/icon/002000/002502.tex,能力,0,,,ability/swd_knight/abl010,normal_hit/normal_hit,0,骑士,0,50,FALSE,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,1,0,0,FALSE,0,0,0,,,TRUE,0,0,4200,25,0,0,,0,,2,,高举骑士的圣剑,骑士,1,FALSE,FALSE,,0,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,0,FALSE,FALSE,TRUE
重劈,FALSE,ui/icon/000000/000260.tex,战技,0,,,ws/bt_2ax_emp/wsh001,normal_hit/normal_hit,0,斧术师,0,1,FALSE,-1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,1,0,0,TRUE,0,0,0,,,FALSE,0,0,25,58,0,0,,7,,1,,,斧术师 战士,2,FALSE,FALSE,,0,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,0,FALSE,FALSE,TRUE
凶残裂,FALSE,ui/icon/000000/000255.tex,战技,0,,,ws/bt_2ax_emp/wsh004,normal_hit/normal_hit,0,斧术师,0,4,FALSE,-1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,1,0,0,TRUE,0,0,0,,重劈,FALSE,0,0,25,58,0,0,,7,,1,,,斧术师 战士,2,FALSE,FALSE,,0,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,0,FALSE,FALSE,TRUE
狂暴,FALSE,ui/icon/000000/000259.tex,能力,0,,,ability/2ax_warrior/abl004,normal_hit/normal_hit,0,斧术师,0,6,FALSE,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,1,0,0,FALSE,0,0,63,,,TRUE,0,0,600,11,0,0,,0,,2,,,斧术师 战士,1,FALSE,FALSE,,0,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,0,FALSE,FALSE,TRUE
战栗,FALSE,ui/icon/000000/000263.tex,能力,0,,,ability/2ax_warrior/abl005,normal_hit/normal_hit,0,斧术师,0,30,FALSE,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,1,0,0,FALSE,0,0,0,,,TRUE,0,0,900,17,0,0,,0,,2,,斩断宿怨之日,斧术师 战士,1,FALSE,FALSE,,0,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,0,FALSE,FALSE,TRUE
超压斧,FALSE,ui/icon/000000/000254.tex,战技,0,,,ws/bt_2ax_emp/ws_s14,ws/bt_2ax_emp/ws_s08_hit,0,斧术师,0,10,FALSE,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,2,5,0,TRUE,0,0,0,,,FALSE,0,0,25,58,0,0,,7,,1,,,斧术师 战士,4,FALSE,FALSE,,0,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,0,FALSE,FALSE,TRUE
暴风斩,FALSE,ui/icon/000000/000258.tex,战技,0,,,ws/bt_2ax_emp/wsh005,normal_hit/normal_hit,0,斧术师,0,26,FALSE,-1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,1,0,0,TRUE,0,0,0,,凶残裂,FALSE,0,0,25,58,0,0,,7,,1,,,斧术师 战士,2,FALSE,FALSE,,0,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,0,FALSE,FALSE,TRUE
暴风碎,FALSE,ui/icon/000000/000264.tex,战技,0,,,ws/bt_2ax_emp/ws_s06,normal_hit/normal_hit,0,斧术师,0,50,FALSE,-1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,1,0,0,TRUE,0,0,0,,凶残裂,FALSE,0,0,25,58,0,0,,7,,1,,,斧术师 战士,2,FALSE,FALSE,,0,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,0,FALSE,FALSE,TRUE
飞斧,FALSE,ui/icon/000000/000261.tex,战技,0,,,ws/bt_2ax_emp/ws_s05,normal_hit/normal_hit,0,斧术师,0,15,FALSE,20,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,1,0,0,TRUE,0,0,0,,,TRUE,0,0,25,58,0,0,,7,,1,,斧刃之声,斧术师 战士,2,FALSE,FALSE,,0,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,0,FALSE,FALSE,TRUE
守护,FALSE,ui/icon/002000/002551.tex,能力,0,,,ability/2ax_warrior/abl006,normal_hit/normal_hit,0,斧术师,0,10,FALSE,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,1,0,0,FALSE,0,0,0,,,TRUE,0,0,20,3,0,0,,0,,2,,,斧术师 战士,1,FALSE,FALSE,,0,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,0,FALSE,FALSE,TRUE
原初之魂,FALSE,ui/icon/002000/002553.tex,战技,0,,,ws/bt_2ax_emp/ws_s07,normal_hit/normal_hit,0,战士,0,35,FALSE,-1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,1,0,0,TRUE,22,50,63,,,TRUE,0,0,25,58,0,0,,7,,1,,破壁,战士,2,FALSE,FALSE,,0,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,0,FALSE,FALSE,TRUE
钢铁旋风,FALSE,ui/icon/002000/002552.tex,战技,0,,,ws/bt_2ax_emp/ws_s04,ws/bt_2ax_emp/ws_s04_hit,0,战士,0,45,FALSE,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,2,5,0,TRUE,22,50,63,,,TRUE,0,0,25,58,0,0,,7,,1,,较量,战士,4,FALSE,FALSE,,0,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,0,FALSE,FALSE,TRUE
战嚎,FALSE,ui/icon/002000/002555.tex,能力,0,,,ability/2ax_warrior/abl009,normal_hit/normal_hit,0,战士,0,50,FALSE,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,1,0,0,FALSE,0,0,42,,,TRUE,0,0,600,20,71,2,,0,,2,,顶级战士,战士,1,FALSE,FALSE,,0,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,0,FALSE,FALSE,TRUE
连击,FALSE,ui/icon/000000/000208.tex,战技,10,,,ws/bt_clw_clw/ws_s02,normal_hit/normal_hit,0,格斗家,0,1,FALSE,-1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,1,0,0,TRUE,0,0,0,,,FALSE,0,0,25,58,0,0,,7,,1,,,格斗家 武僧,2,FALSE,FALSE,,0,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,0,FALSE,FALSE,TRUE
正拳,FALSE,ui/icon/000000/000209.tex,战技,10,,,ws/bt_clw_clw/ws_s03,normal_hit/normal_hit,0,格斗家,0,4,FALSE,-1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,1,0,0,TRUE,0,0,32,盗龙形,,FALSE,0,0,25,58,0,0,,7,,1,,,格斗家 武僧,2,FALSE,FALSE,,0,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,0,FALSE,FALSE,TRUE
崩拳,FALSE,ui/icon/000000/000210.tex,战技,10,,,ws/bt_clw_clw/ws_s05,normal_hit/normal_hit,0,格斗家,0,6,FALSE,-1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,1,0,0,TRUE,0,0,32,猛豹形,,FALSE,0,0,25,58,0,0,,7,,1,,,格斗家 武僧,2,FALSE,FALSE,,0,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,0,FALSE,FALSE,TRUE
破坏神冲,FALSE,ui/icon/000000/000215.tex,战技,10,,,ability/clw_monk/abl007,normal_hit/normal_hit,0,格斗家,0,26,FALSE,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,2,5,0,TRUE,0,0,63,,,FALSE,0,0,25,58,0,0,,7,,1,,,格斗家 武僧,4,FALSE,FALSE,,0,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,0,FALSE,FALSE,TRUE
破碎拳,FALSE,ui/icon/000000/000204.tex,战技,10,,,ws/bt_clw_clw/ws_s11,normal_hit/normal_hit,0,格斗家,0,30,FALSE,-1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,1,0,0,TRUE,0,0,32,猛豹形,,FALSE,0,0,25,58,0,0,,7,,1,,拳圣,格斗家 武僧,2,FALSE,FALSE,,0,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,0,FALSE,FALSE,TRUE
震脚,FALSE,ui/icon/000000/000217.tex,能力,0,,,ability/clw_monk/abl011,normal_hit/normal_hit,0,武僧,0,50,FALSE,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,1,0,0,FALSE,0,0,132,,,TRUE,0,0,400,11,71,2,,0,,2,,废王的回归,武僧,1,FALSE,FALSE,,0,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,0,FALSE,FALSE,TRUE
地烈劲,FALSE,ui/icon/002000/002529.tex,战技,10,,,ws/bt_clw_clw/ws_s14,normal_hit/normal_hit,0,武僧,0,30,FALSE,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,2,5,0,TRUE,0,0,32,猛豹形,,FALSE,0,0,25,58,0,0,,7,,1,,亡国的雷鸣,武僧,4,FALSE,FALSE,,0,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,0,FALSE,FALSE,TRUE
双龙脚,FALSE,ui/icon/002000/002528.tex,战技,10,,,ws/bt_clw_clw/ws_s04,normal_hit/normal_hit,0,格斗家,0,50,FALSE,-1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,1,0,0,TRUE,0,0,0,,,FALSE,0,0,25,58,0,0,,7,,1,,,格斗家 武僧,2,FALSE,FALSE,,0,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,0,FALSE,FALSE,TRUE
精准刺,FALSE,ui/icon/000000/000310.tex,战技,0,,,ws/bt_2sp_emp/wsh001,normal_hit/normal_hit,193,枪术师,0,1,FALSE,-1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,1,0,0,TRUE,0,0,0,,,FALSE,0,0,25,58,0,0,,7,,1,,,枪术师 龙骑士,2,FALSE,FALSE,,0,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,0,FALSE,FALSE,TRUE
贯通刺,FALSE,ui/icon/000000/000312.tex,战技,0,,,ws/bt_2sp_emp/wsh003,normal_hit/normal_hit,0,枪术师,0,4,FALSE,-1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,1,0,0,TRUE,0,0,0,,精准刺,FALSE,0,0,25,58,0,0,,7,,1,,,枪术师 龙骑士,2,FALSE,FALSE,,0,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,0,FALSE,FALSE,TRUE
龙剑,FALSE,ui/icon/000000/000304.tex,能力,0,,,ability/2sp_dragoon/abl001,normal_hit/normal_hit,0,枪术师,0,6,FALSE,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,1,0,0,FALSE,0,0,0,,,TRUE,0,0,400,15,71,1,,0,,2,,,枪术师 龙骑士,1,FALSE,FALSE,,0,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,0,FALSE,FALSE,TRUE
直刺,FALSE,ui/icon/000000/000314.tex,战技,0,,,ws/bt_2sp_emp/ws_s08,normal_hit/normal_hit,0,枪术师,0,26,FALSE,-1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,1,0,0,TRUE,0,0,63,,贯通刺,FALSE,0,0,25,58,0,0,,7,,1,,,枪术师 龙骑士,2,FALSE,FALSE,,0,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,0,FALSE,FALSE,TRUE
猛枪,FALSE,ui/icon/000000/000309.tex,能力,0,,,ability/2sp_dragoon/abl006,normal_hit/normal_hit,0,枪术师,0,30,FALSE,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,1,0,0,FALSE,0,0,0,,,TRUE,0,0,600,10,0,0,,0,,2,,勇气的证明,枪术师 龙骑士,1,FALSE,FALSE,,0,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,0,FALSE,FALSE,TRUE
死天枪,FALSE,ui/icon/000000/000306.tex,战技,0,,,ws/bt_2sp_emp/ws_s01,ws/bt_2sp_emp/ws_s01_hit,0,龙骑士,0,40,FALSE,10,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,4,10,4,TRUE,0,0,0,,,FALSE,0,0,25,58,0,0,,7,,1,,无法抹消的爪痕,龙骑士,2,FALSE,FALSE,,0,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,0,FALSE,FALSE,TRUE
樱花怒放,FALSE,ui/icon/000000/000308.tex,战技,0,,,ws/bt_2sp_emp/ws_s02,normal_hit/normal_hit,0,枪术师,0,50,FALSE,-1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,1,0,0,TRUE,0,0,63,,开膛枪,FALSE,0,0,25,58,0,0,,7,,1,,,枪术师 龙骑士,2,FALSE,FALSE,,0,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,0,FALSE,FALSE,TRUE
贯穿尖,FALSE,ui/icon/000000/000315.tex,战技,0,,,ws/bt_2sp_emp/ws_s06,normal_hit/normal_hit,0,枪术师,0,15,FALSE,20,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,1,0,0,TRUE,0,0,0,,,TRUE,0,0,25,58,0,0,,7,,1,,实力的证明,枪术师 龙骑士,2,FALSE,FALSE,,0,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,0,FALSE,FALSE,TRUE
跳跃,FALSE,ui/icon/002000/002576.tex,能力,0,,,ability/2sp_dragoon/abl005,normal_hit/normal_hit,0,龙骑士,1,30,FALSE,20,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,1,0,0,TRUE,0,0,63,,,TRUE,0,0,300,5,0,0,,7,,1,,龙眼,龙骑士,2,FALSE,TRUE,,0,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,0,FALSE,FALSE,TRUE
回避跳跃,FALSE,ui/icon/002000/002577.tex,能力,0,,,ability/2sp_dragoon/abl008,normal_hit/normal_hit,0,龙骑士,4,35,FALSE,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,1,0,0,FALSE,0,0,0,,,TRUE,0,0,300,6,0,0,,0,,2,,战神之枪,龙骑士,1,FALSE,TRUE,,0,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,0,FALSE,FALSE,TRUE
破碎冲,FALSE,ui/icon/002000/002580.tex,能力,0,,,ability/2sp_dragoon/abl009,normal_hit/normal_hit,0,龙骑士,1,45,FALSE,20,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,1,0,0,TRUE,0,0,0,,,TRUE,0,0,600,20,72,1,,7,,1,,邪龙之声,龙骑士,2,FALSE,TRUE,,0,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,0,FALSE,FALSE,TRUE
龙炎冲,FALSE,ui/icon/002000/002578.tex,能力,1,,,ability/2sp_dragoon/abl004,normal_hit/normal_hit,0,龙骑士,1,50,FALSE,20,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,2,5,0,TRUE,0,0,0,,,TRUE,0,0,1200,21,0,0,,1,,1,,苍天之龙骑士,龙骑士,2,FALSE,TRUE,,0,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,0,FALSE,FALSE,TRUE
强力射击,FALSE,ui/icon/000000/000358.tex,战技,0,battle/magic_ran_start,cmbw_castx0c,ws/bt_2bw_emp/wsh001,normal_hit/normal_hit,0,弓箭手,0,1,FALSE,-1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,1,0,0,TRUE,0,0,63,,,FALSE,0,0,25,58,0,0,,7,,1,,,弓箭手 吟游诗人,2,FALSE,FALSE,,0,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,0,FALSE,FALSE,TRUE
毒咬箭,FALSE,ui/icon/000000/000363.tex,战技,0,battle/magic_ran_start,cmbw_castx0c,ws/bt_2bw_emp/wsh003,normal_hit/normal_hit,195,弓箭手,0,6,FALSE,-1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,1,0,0,TRUE,0,0,63,,,FALSE,0,0,25,58,0,0,,7,,1,,,弓箭手 吟游诗人,2,FALSE,FALSE,,0,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,0,FALSE,FALSE,TRUE
猛者强击,FALSE,ui/icon/000000/000352.tex,能力,0,,,ability/2bw_bard/abl002,normal_hit/normal_hit,0,弓箭手,0,4,FALSE,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,1,0,0,FALSE,0,0,0,,,TRUE,0,0,1200,14,0,0,,0,,2,,,弓箭手 吟游诗人,1,FALSE,FALSE,,0,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,0,FALSE,FALSE,TRUE
后跃射击,FALSE,ui/icon/000000/000366.tex,能力,0,,,ws/bt_2bw_emp/ws_s06,normal_hit/normal_hit,0,弓箭手,3,15,FALSE,15,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,1,0,0,TRUE,0,0,0,,,FALSE,0,0,300,6,0,0,,7,,1,,西尔瓦尔的弓术训练,弓箭手 吟游诗人,2,FALSE,TRUE,,0,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,0,FALSE,FALSE,TRUE
